d94ded64387c4a0970fa52f7a2fb98d20bededbf	ambiguous	no-clear-direction	Move walk state from dag/ to controller/ (#261)
6d6dbbf36b9dfe0baa8b2cfd281d20e59dde7744	simple	phrase:reconcile-against	Reconcile code organization against architecture (#258)
033803291c465cf17dfa0da92bb651225c642c51	complex	verb:add	experimental: add observedGeneration, propagate -race to controller, harden CI (#257)
12420022764b489683b1fe43f00194a09d4f5ecb	simple	prefix:simplify	simplify: CBO-grounded skill + controller refactoring (#256)
7a80460318621bf641393bb4bee0c1fa47efe3c0	ambiguous	no-clear-direction	experimental: forEach ready-first ordering (#255)
44d03e29f712857790b9b9316dded28f7e6d0152	simple	prefix:simplify	simplify: add skill and apply instanceState + prune refactoring
c6fe18249dad0f569b9f4aab9553535da2b1c873	ambiguous	no-clear-direction	experimental: fix e2e test flakiness and compat test gaps (#254)
2121f024a65ef441ded2c5e18bb4338c94b0a6bd	simple	word:simplification	experimental: radical simplification — remove dead code, eliminate duplication, collapse abstractions (#253)
564d7fff10ae8f9c437415b6ec84c4b1fc24aeba	ambiguous	no-clear-direction	experimental: fix pre-existing controller bugs and drop unimplemented feature tests (#252)
0e22fdd6bcf8b1f2d218a8035c0922d38e762b37	ambiguous	no-clear-direction	experimental: split CompileGraphSpec into focused helpers (#251)
47b6d8b1e428648076d273e84b5c71256b29bc5b	ambiguous	no-clear-direction	experimental: exclude compat tests from presubmit (#250)
439a5207bc8f750618daa258ba61db0fe9a9c897	simple	verb:unify	experimental: simplify controller architecture — extract interfaces, unify code paths, remove dead code (#249)
6db313f47e07951a5f062251c74f0a6c51db79d7	complex	verb:add	experimental: add structural OpenAPI schema to Graph and GraphRevision CRDs (#248)
9e4b2f7265310201c99e9ed87e32ae7936b2da5c	simple	verb:strip	experimental: strip optimization infrastructure and structural debt (#247)
9014431feed596c643433267c9fa7f198dc8bf11	ambiguous	no-clear-direction	experimental: simplify reconciliation to core algorithm (#245)
64fe475dae566aee2c8527b58c7281ac0571e7c0	ambiguous	no-clear-direction	design: separate optimizations into additive layer (007) (#244)
e8c8d8223bde3215588c74420ecc20bf21fd21c7	ambiguous	no-clear-direction	chart: separate CRD chart from controller chart (#243)
c71ed684863220d420fd0f376f0aef7a92034730	ambiguous	no-clear-direction	experimental: split into standalone Go module (#241)
e026928fc33034a58135c9d1c953bd8edc1c21df	ambiguous	no-clear-direction	compat: fix validation regression and add each keyword for forEach readyWhen (#235)
0ea1e5d915e259b72fc26d7fa045dba119a0685b	ambiguous	no-clear-direction	chart: support command, args, and env overrides (#238)
ce513fcaa951b04952e75e3f689c87c11c15ee7a	ambiguous	no-clear-direction	chart: charts symlink to source of truth, not the other way around (#237)
80be844240c3698ece2d88f2c0dfdecbd184d6c6	complex	verb:add	chart: add lightweight Helm chart, remove --bootstrap (#236)
b6ace7e464d1b2e9fd9d8d9239877ccf31d85766	ambiguous	no-clear-direction	compat: pass instance_conditions and include_when tests (39→46 specs) (#233)
31bd70caa0c65b57085ab6ed8065f273fbed3939	ambiguous	no-clear-direction	graph: .ready() as a field path — complete lazy evaluation model (#232)
29527470663bf303737315db7e7dadc3bcab17d1	simple	verb:relocate-merge	controller: move coordinator loop and post-walk cleanup into walk.run() (#230)
0fd27d1a6aadb051a70ab19a842dcd5203b4168b	ambiguous	no-clear-direction	controller: organize code — align file boundaries with architectural concepts (#229)
fe7ff8c134831a6df38aecab5bb2af98dad5ca9d	ambiguous	no-clear-direction	reconcile: fix forEach prune flake — per-node applied key tracking (#228)
e5727bab4992488b477d1e3ca4e565b3b50f5664	complex	verb:add	reconcile: add diagnostic instrumentation for forEach prune candidate loss (#227)
73cc3839573c0b5e4545537adb70f05d5b045875	ambiguous	no-clear-direction	reconcile: include child ref content in compilation key to prevent shared cache cross-contamination (#226)
c1cd645ccb3e49b1c8e1550fca63b73980fecc72	simple	verb:dedup	controller: harden exported API surface, split walk algorithm, deduplicate propagation (#225)
93131026d21381fcdc61b4c6f47f8f2e99ba678e	ambiguous	no-clear-direction	reconcile: fix ReadinessDependents propagation, cluster-scoped ref routing, stale dispatch (#224)
d724e602d59a85766e0eccf99854862d31173205	ambiguous	no-clear-direction	reconcile: fix body .ready() hard deps blocking rgdInstanceStatus, add ReadinessDependents dispatch, handle 404 in Path 2 (#223)
51f29d3d88fd6e614467ca8105d95d716b720bda	ambiguous	no-clear-direction	controller: instrument decision points and handoffs for log-based debugging (#221)
3d5f85abdf3c453e2758159f6e67f2e345fb625c	ambiguous	no-clear-direction	controller: harden package and struct boundaries (#222)
8be8137c41c40b632340d80614aa956d02be634e	ambiguous	no-clear-direction	graph: fix .ready() dependency extraction and validate .dependencies() scope (#216)
cd46848588a2135c44bfd5b8da718bbca891b811	ambiguous	no-clear-direction	controller: split mixed-concept files — hash/resourcecache, dag/walkstate (#220)
5a14440b42af0070379797c663a1356ff0447e79	ambiguous	no-clear-direction	controller: file-level organization — extract setup.go and resourcekey.go (#219)
4bc2df5ee2bd780e36cec98003b1607fced06fdb	ambiguous	no-clear-direction	controller: extract graph/, dag/, watches/, compiler/ subpackages (#217)
17426bd01adff65960e361186ae8fc3fcd41d553	ambiguous	no-clear-direction	reconcile: direct API reads for managed resources, eliminate stale-read polling (#215)
35729856640c7c3b69ac842cd314b65d372bb5ab	ambiguous	no-clear-direction	reconcile: fix watch-driven propagation bugs, remove resync override (#214)
29a0078026b42e3c5a851c3a880d695750e60df3	ambiguous	no-clear-direction	reconcile: fix propagation bugs masked by 2s resync interval (#213)
aeba8412884dc7e04e31d32a01f6d9c7e03bcbc0	ambiguous	no-clear-direction	reconcile: return nil for deterministic errors, fix NodeExcluded gate bypass (#212)
439765054a9169bd4532fd9483889abbd57f524e	complex	verb:add	compat: add unknown_fields_test.go to allowlist (15 -> 16) (#208)
4de7d9af1cade57a25f460eb8a99d8d7f596a125	ambiguous	no-clear-direction	design: update 006-standard-library for RGD raw Graph conversion (#209)
0641909028563d3d56e73e831b52ff4261aff9f8	ambiguous	no-clear-direction	stdlib: convert RGD from Kind to raw Graph (#205)
